Forest Cover,Z-Score,P-Value,Spot Type
90.4204152249,1.2989148872926162,0.19397314001099886,1
27.5233564014,-0.7834920056221358,0.4333382464162495,-1
21.7168067227,-0.9757362742914855,0.32919517143039834,-1
31.7370242215,-0.6439851498619599,0.5195850637175986,-1
84.9420415225,1.117535926602991,0.26376524731196527,1
63.4532520325,0.40608130231059214,0.6846828635935525,1
1.72352941176,-1.6376772181612165,0.10148904545095146,-1
74.9117647059,0.7854517565093821,0.43218874547214503,1
77.3924369748,0.8675822905668791,0.38562304473382114,1
73.2984429066,0.7320376144462447,0.4641456096679253,1
45.9671280277,-0.17285236866024636,0.8627674722843729,-1
6.41262975779,-1.4824296586601748,0.1382260072203126,-1
3.92820069204,-1.564684573408948,0.11765688739823521,-1
63.419550173,0.4049654952150047,0.6855028741920094,1
53.0501730104,0.06165433118704171,0.9508381091704657,1
0.00909090909091,-1.6944391498352402,0.09018186544326162,-1
15.9034782609,-1.1682049761047222,0.24272409376815707,-1
68.2275086505,0.5641482306508487,0.5726532565140077,1
93.3062283737,1.3944588969034417,0.16317907333680348,1
13.6016806723,-1.2444132957663134,0.21334749200185288,-1
21.3460207612,-0.9880123211602325,0.32314661396485345,-1
20.6643835616,-1.0105800855273606,0.31221745120732547,-1
74.8598615917,0.7837333390699097,0.4331965957663677,1
51.8788927336,0.02287537764665576,0.981749681047057,1
48.5121107266,-0.08859263356818121,0.9294056626265705,-1
35.5389273356,-0.5181110724553728,0.6043807753227164,-1
46.3555363322,-0.15999287815806185,0.8728866843567618,-1
85.0731092437,1.1218753397833658,0.26191544713461445,1
14.0769896194,-1.2286766834951004,0.21919305165670988,-1
96.223183391,1.491033956977289,0.13595257989097537,1
7.74134948097,-1.4384381722209392,0.1503097683604188,-1
5.11111111111,-1.5255205670714738,0.12712930763524558,-1
77.877388535,0.8836381521696304,0.3768915768061164,1
0.103806228374,-1.6913032983752665,0.09077889041152487,-1
14.2093425606,-1.224294719024777,0.22084106840815731,-1
12.7300115875,-1.2732726692327563,0.2029213015598017,-1
37.3866782007,-0.45693541162406215,0.6477174702826972,-1
1.33564013841,-1.6505195244887412,0.09883672333687299,-1
53.4801038062,0.07588855563881741,0.9395077618802269,1
62.035467128,0.3591410301734445,0.7194895886685087,1
22.7128027682,-0.9427606619296224,0.3458033371620006,-1
53.044982699,0.06148248944375664,0.950974959421196,1
43.8823529412,-0.24187546912806207,0.8088766586321826,-1
68.4904844291,0.5728548790104004,0.5667429575647067,1
44.5743944637,-0.2189632366072817,0.8266786857737551,-1
36.7621107266,-0.47761370147551463,0.6329251770730199,-1
58.2387543253,0.23343879451014246,0.8154206914964736,1
51.7240484429,0.017748765618786244,0.9858392774253895,1
87.4325259516,1.199991323387252,0.2301427102153598,1
83.2595155709,1.06183056128612,0.2883126130388609,1
18.4223602484,-1.0848093879592076,0.2780060866967068,-1
68.0813148789,0.5593080215317652,0.5759515218074749,1
71.4369747899,0.6704078004348332,0.5025978634215201,1
19.152866242,-1.060623666959805,0.2888609625225933,-1
34.374567474,-0.5566609036713784,0.577759133675784,-1
18.6487889273,-1.077312747408525,0.28134056928021667,-1
56.3728373702,0.17166168757402323,0.8637035075118035,1
13.2024221453,-1.2576320173445814,0.20852486865046937,-1
59.2468415938,0.2668147252110494,0.7896118160642075,1
78.7776816609,0.9134452154264178,0.36100843433582597,1
90.2508650519,1.2933013903254393,0.19590683999333192,1
26.3019031142,-0.8239320960208989,0.40997814217632644,-1
3.47226890756,-1.5797796431699103,0.11415733909058906,-1
69.1046712803,0.5931894853719721,0.5530543486102053,1
64.0,0.4241831302419126,0.6714322628239882,1
71.5242214533,0.673296378321405,0.5007587563955175,1
94.919550173,1.4478730389665797,0.14765256110463146,1
79.9896193772,0.9535702626291582,0.34030121438806393,1
76.5795847751,0.8406702368836348,0.40053269879061226,1
85.4688581315,1.1349778636093313,0.2563845934607969,1
41.7820069204,-0.3114140948290436,0.755485840136314,-1
1.0,-1.6616319572612368,0.09658659166649969,-1
93.2067474048,1.3911652634772347,0.16417531807260843,1
46.5328719723,-0.15412161857595702,0.8775138427754803,-1
21.8762975779,-0.9704558229883912,0.3318193349705131,-1
92.5441176471,1.3692268008416915,0.17092839087847234,1
13.5495798319,-1.2461382595596138,0.2127136408350072,-1
78.0095155709,0.8880126373275242,0.3745339536002996,1
87.2214532872,1.1930030924671726,0.2328681619219204,1
87.865916955,1.2143401090012178,0.22461787540106803,1
59.9212802768,0.28914415982370256,0.7724710614556964,1
89.8373702422,1.2796113313940658,0.20068186266429855,1
13.2093425606,-1.2574028950168905,0.20860778146391767,-1
78.5155709343,0.9047672073607242,0.3655887277846872,1
17.1254355401,-1.1277481994501244,0.2594262755664938,-1
88.73183391,1.243009039941913,0.2138645022707908,1
25.7525951557,-0.8421186805847856,0.39972152586732856,-1
44.321799308,-0.22732620147695262,0.8201701005489862,-1
26.9201680672,-0.8034624711472192,0.4217074797388032,-1
57.6539792388,0.21407795803049698,0.8304862642855491,1
93.1202422145,1.388301234412551,0.16504533649829434,1
92.6288927336,1.3720335493252802,0.17005299399345275,1
8.35813148789,-1.418017644987063,0.15618561328244754,-1
92.9221453287,1.381742607853995,0.16705074673599152,1
4.76989619377,-1.5368175706059009,0.1243379894429782,-1
48.2923875433,-0.09586726739042493,0.9236259916459424,-1
73.1583044983,0.7273978873609935,0.46698224831635105,1
63.7828719723,0.4169944172880006,0.6766824911556414,1
39.5216262976,-0.38625117429786904,0.6993106571613484,-1
89.7257785467,1.2759167339001936,0.20198495500245994,1
60.9982698962,0.3248013216844772,0.7453314441767382,1
59.571799308,0.277573482402778,0.7813397904678111,1
82.8503460208,1.0482837038107953,0.2945079154906157,1
43.5193277311,-0.2538945716736268,0.7995770085923437,-1
79.1885813149,0.9270493534861485,0.35390091027606796,1
97.4584775087,1.5319322920281229,0.1255391438379917,1
6.29584775087,-1.4862960978979944,0.1372008184009875,-1
13.3935986159,-1.2513025131104056,0.2108241289407502,-1
38.4342560554,-0.4222520196452138,0.6728410754466851,-1
71.0380622837,0.6572005349741084,0.5110519816522745,1
19.3321799308,-1.0546869177932197,0.2915685368936174,-1
91.8676470588,1.3468300935507669,0.17803496019484044,1
62.9385813149,0.38904149361430407,0.697245452004178,1
95.4316608997,1.4648280910336124,0.1429678257029783,1
87.0821799308,1.1883920056724686,0.23467900453171597,1
70.0043252595,0.6229753876473313,0.5333006957633399,1
74.8347750865,0.7829027706407213,0.4336842103809041,1
84.2794117647,1.0955974639641368,0.27325497202986637,1
79.8719723183,0.9496751830981424,0.34227732343242445,1
78.1461937716,0.892537803250585,0.37210473964213053,1
60.0830449827,0.2944998941759524,0.7683759442658259,1
23.0432525952,-0.931820070900743,0.3514295202125334,-1
78.4602076125,0.9029342287590617,0.36656080295315896,1
22.473183391,-0.9506940224410807,0.34175972349992145,-1
5.1401384083,-1.524559526207532,0.12736899898591947,-1
84.2151260504,1.093469081221314,0.2741878970533722,1
1.20155709343,-1.6549587695394976,0.09793286166352058,-1
72.7941176471,0.7153403249974501,0.4743987768372103,1
78.7820069204,0.913588416879155,0.36093315508376456,1
38.6894463668,-0.41380313390390033,0.6790182886578375,-1
74.8650519031,0.7839051808131948,0.4330957495963321,1
58.910899654,0.25569230034501894,0.7981884410193056,1
39.3979238754,-0.3903467358627175,0.6962801685731577,-1
76.7102076125,0.8449949207728631,0.39811367493777694,1
32.8416955017,-0.607411498703665,0.5435778593626568,-1
37.7422145329,-0.4451642521659939,0.656201058500393,-1
33.2776816609,-0.5929767922147458,0.5531966838888918,-1
22.946366782,-0.9350277834553077,0.3497739813350629,-1
44.8032258065,-0.2113870482373477,0.8325852624153764,-1
65.9468438538,0.48863957918268763,0.6250968868975324,1
4.37197231834,-1.5499921043051013,0.12114341112462372,-1
1.71193771626,-1.6380609980558773,0.10140896992631429,-1
91.0432525952,1.319535896562974,0.18699001756386324,1
95.5925605536,1.4701551850920034,0.1415197290484413,1
22.3996539792,-0.9531284471475516,0.34052499440070494,-1
60.9966386555,0.3247473142802961,0.74537232211947,1
18.4075630252,-1.0852992970291078,0.2777891171538267,-1
16.5155709343,-1.1479397041503117,0.25099345603331424,-1
83.508650519,1.0700789649936007,0.28458376650076334,1
74.865916955,0.7839338211037425,0.4330789432219456,1
6.25346020761,-1.48769947214012,0.1368301668783329,-1
81.8824489796,1.0162383982284995,0.3095158752894114,1
45.696366782,-0.1818167796347259,0.8557265157604925,-1
51.374567474,0.006178088194550822,0.9950706301723097,1
51.5250865052,0.011161498769682782,0.9910945973610744,1
46.912605042,-0.14154934927430388,0.8874359773764244,-1
58.7647058824,0.2508520912259354,0.8019284658755536,1
83.0839100346,1.0560165822851098,0.29096063900273395,1
61.3728373702,0.3372025675345906,0.735964201915477,1
32.321799308,-0.6246243133823144,0.5322176584105166,-1
85.8849480969,1.148753843412347,0.25065749676254023,1
93.4619377163,1.399614149221859,0.16162889459671104,1
7.58996539792,-1.443450223084963,0.148893684992784,-1
63.5233564014,0.40840233009394955,0.6829783230315352,1
67.8554621849,0.5518304507905204,0.5810645223419921,1
12.5882352941,-1.277966623706153,0.2012611948548072,-1
68.5458477509,0.5746878576120629,0.5655024209289751,1
83.9117647059,1.0834253404384036,0.27861967298476853,1
9.92301038062,-1.3662073592002144,0.1718738883169766,-1
70.5805008945,0.642051511973279,0.5208397372612164,1
64.5147058824,0.4412241031805877,0.65905076533556,1
91.8425605536,1.345999525121578,0.1783026697309188,1
61.0674740484,0.3270925449348998,0.7435978902476075,1
12.5,-1.2808879333519319,0.20023303174880258,-1
27.9589509692,-0.7690702640102048,0.441851599701091,-1
64.4506920415,0.4391047216701397,0.6605856579909324,1
73.3918685121,0.7351307658353086,0.4622598589142227,1
74.6109243697,0.7754914817129461,0.43804929701303896,1
8.36418685121,-1.417817162952568,0.156244152001885,-1
8.65916955017,-1.4080508238407718,0.15911602107006884,-1
44.5977508651,-0.21818994875918826,0.8272811161600906,-1
71.6,0.6758052677819749,0.49916428972059923,1
33.758650519,-0.5770527906140451,0.563903794355445,-1
43.8140138408,-0.24413805209124784,0.8071239026983723,-1
50.0380622837,-0.038071160860274775,0.9696309449335633,-1
3.43598615917,-1.5809808987890839,0.1138824052538634,-1
55.4773109244,0.1420124404008849,0.8870701792624983,1
37.9968152866,-0.4367348856047697,0.6623036262760515,-1
55.1020761246,0.12958910061074108,0.8968915269802243,1
88.4394463668,1.2333286217037454,0.2174531835692991,1
94.98183391,1.4499351398926221,0.14707660703284717,1
78.2551903114,0.8961464798728148,0.3701745355893443,1
74.2058823529,0.7620812793365312,0.44601149524975536,1
71.5453781513,0.6739968380022009,0.5003133239641427,1
13.5173010381,-1.2472069515455573,0.21232162465376025,-1
35.4411764706,-0.5213474252971741,0.6021247690537923,-1
1.2776816609,-1.6524384239623773,0.09844520802670677,-1
77.3088235294,0.8648140019012688,0.38714088473504593,1
28.6660899654,-0.7456581816731287,0.4558739268301887,-1
54.2257785467,0.10057648618016497,0.9198866633476089,1
0.212802768166,-1.6876946217533015,0.09146986474769084,-1
50.8546712803,-0.011034726484098676,0.9911957407813985,-1
1.03193277311,-1.6605747213891946,0.09679888939956273,-1
21.2897923875,-0.9898739400524424,0.322235738536094,-1
27.4022491349,-0.7875016463153417,0.4309882650623782,-1
61.8797577855,0.3539857778583381,0.7233495416877317,1
47.2117647059,-0.13164471847216117,0.8952653130822971,-1
49.4878892734,-0.05628638571139804,0.9551136642693364,-1
69.6980968858,0.6128367247570927,0.539984305204224,1
94.0657439446,1.4196050720935498,0.15572268796915215,1
46.4567474048,-0.15664196415407064,0.8755270281514435,-1
32.9394463668,-0.6041751458585529,0.5457272032504892,-1
4.8330449827,-1.5347268293883176,0.12485094268830615,-1
72.1418685121,0.6937455458451667,0.48784179757809876,1
55.4005190311,0.13947000088274097,0.8890787600525467,1
93.6574394464,1.4060868549087726,0.15969833524148425,1
69.318487395,0.6002685469274099,0.5483272770338213,1
63.1600346021,0.3963734080209537,0.6918295803493635,1
63.0709342561,0.3934234580846277,0.6940067466182367,1
94.9290657439,1.448188082162602,0.14756445673243376,1
46.3996539792,-0.15853222333682812,0.8740374311574836,-1
29.2188581315,-0.7273570359470521,0.46700726670486825,-1
92.0605536332,1.3532168783660377,0.1759863546860997,1
70.1003460208,0.6261544599113483,0.531213634188073,1
77.8148788927,0.8815685719311579,0.37801015685105566,1
13.821799308,-1.2371255692364138,0.2160404684948336,-1
88.0415224913,1.2201540880022277,0.22240646773284412,1
81.7032871972,1.0103066784057395,0.31234838250045016,1
33.9422222222,-0.5709750663573274,0.5680165445274841,-1
72.9857142857,0.7216837402277164,0.47048894107303896,1
63.3140138408,0.4014713797549651,0.6880731055658706,1
90.6237024221,1.3056453555944574,0.1916731887565113,1
94.1038062284,1.420865244884262,0.15535593852992896,1
5.48387096774,-1.5131791681353728,0.13023415426256768,-1
22.2071167883,-0.959503002348896,0.3373054078972608,-1
38.7664359862,-0.41125414803523924,0.6808861872741248,-1
5.0875,-1.526302287893473,0.1269345991464856,-1
8.21799307958,-1.422657372072645,0.15483550366459636,-1
5.14492753623,-1.5244009669171767,0.12740857872043754,-1
14.4882352941,-1.2150610893211373,0.22434279271578506,-1
62.6478991597,0.3794175376621758,0.7043778292923295,1
67.2006920415,0.5301522056484518,0.5960064054758816,1
34.6920415225,-0.5461499170007118,0.5849628895562103,-1
73.1911764706,0.7284862184051099,0.46631600199262757,1
1.46020761246,-1.6463953226350008,0.09968239545385026,-1
15.6384083045,-1.1769809588714353,0.23920310631669994,-1
95.7984429066,1.476971574268798,0.13968325715163252,1
96.0579584775,1.485563661462849,0.137394572811103,1
92.2352941176,1.3590022170765002,0.17414588615907967,1
12.2283737024,-1.2898809846169588,0.19709198394754313,-1
60.5294117647,0.3092782841514417,0.7571098484808937,1
64.5726643599,0.44314300265389295,0.6576623025751223,1
92.6141868512,1.371546664382662,0.1702046071789718,1
68.2491349481,0.5648642379178472,0.5721661098163836,1
6.69677419355,-1.4730221546738531,0.14074506202027576,-1
10.723183391,-1.339715090348414,0.1803379896197177,-1
44.7525951557,-0.2130633367346294,0.8312775610787532,-1
87.955017301,1.217290058937544,0.2234938752779403,1
59.0276816609,0.25955873958217646,0.7952041667205956,1
57.8624567474,0.2209802680756233,0.8251077969946371,1
75.0839100346,0.7911511743482019,0.4288557795635085,1
82.1012110727,1.0234812121072574,0.30608037859909676,1
58.2517301038,0.23386839886835512,0.8150871469842381,1
26.8546712803,-0.8056309502948223,0.42045567419822893,-1
85.2915224913,1.1291066040239155,0.2588528657629776,1
12.6020761246,-1.2775083790540822,0.20142282413322354,-1
11.5233564014,-1.3132228214959516,0.18910787608386925,-1
58.474789916,0.24125350238744045,0.809358646311156,1
51.7370242215,0.018178369980309788,0.9854965580411917,1
9.60640138408,-1.3766897055783471,0.1686082028435788,-1
93.2396193772,1.392253594524662,0.16384561852469415,1
92.8538062284,1.3794800248941201,0.16774680083058158,1
84.8884083045,1.1157602285824235,0.2645247820741585,1
31.7151260504,-0.6447101583646442,0.5191150320513213,-1
88.9429065744,1.2499972708619922,0.21130054428453315,1
69.1016806723,0.5930904717959851,0.5531206067354075,1
58.384083045,0.23825036333867847,0.8116869172126683,1
84.2478991597,1.0945541390918267,0.2737120166558904,1
43.2404844291,-0.26312656479046476,0.7924530294281533,-1
13.5077854671,-1.2475219947448908,0.21220616058883257,-1
76.8209342561,0.848660877976188,0.3960700212715186,1
63.0311418685,0.3921060047128204,0.69497989094942,1
95.025210084,1.4513712458952783,0.14667651205476714,1
64.294982699,0.4339494693550333,0.6643251353587155,1
26.8356401384,-0.8062610366901785,0.42009235160913583,-1
97.9541522491,1.5483431785681314,0.12153969384690404,1
67.2179930796,0.5307250114627129,0.595609351256148,1
91.3685121107,1.3303046458452574,0.1834179170945196,1
18.1282051282,-1.0945483274477705,0.27371456399912486,-1
14.2473347548,-1.2230368667728768,0.22131577204046826,-1
85.6773356401,1.1418801736544573,0.25350383082132133,1
34.3416955017,-0.5577492347154946,0.577015632372812,-1
61.0966386555,0.32805813187950744,0.7428677096038705,1
59.4437716263,0.273334719385192,0.7845959288900919,1
14.3462184874,-1.2197630067511989,0.22255472878165683,-1
59.2932773109,0.26835212710511624,0.7884282854456015,1
16.4596638655,-1.1497906852233455,0.25023009265869955,-1
64.035467128,0.4253573821576712,0.6705761687485015,1
87.5320069204,1.203284956810148,0.22886606836318502,1
85.0285467128,1.1203999556676743,0.26254336383211374,1
23.4518828452,-0.9182910686680416,0.35846650188204454,-1
56.2136678201,0.1663918740967268,0.8678485683484566,1
1.28460207612,-1.652209301637335,0.09849189091168334,-1
29.4991349481,-0.71807758177655,0.4727094521140782,-1
6.71885813149,-1.4722909957699366,0.14094231376285607,-1
4.02249134948,-1.5615627817280124,0.11839102302595604,-1
21.2820069204,-0.9901317026673699,0.3221097494961821,-1
31.0835095137,-0.6656218298212369,0.5056528496099111,-1
49.4342560554,-0.05806208373196548,0.9536991762151115,-1
26.3252595156,-0.8231588081728054,0.4104176899629113,-1
48.2344290657,-0.09778616686704081,0.9221020919767469,-1
91.124567474,1.3222280838810618,0.1860922119961833,1
25.95,-0.8355829662580054,0.403389554707169,-1
24.384083045,-0.8874276203931798,0.37484871847328916,-1
86.9100346021,1.182692587833649,0.2369310028501761,1
17.9838709677,-1.0993269682352784,0.27162547331669196,-1
86.5247787611,1.169937469647831,0.24202613366992154,1
12.4543650794,-1.2823988223345428,0.1997027771208506,-1
83.1868512111,1.0594247768735074,0.2894063706973852,1
19.2569204152,-1.0571786230807856,0.29043007401579135,-1
32.0121107266,-0.6348775374380536,0.5255082881994996,-1
57.3416955017,0.20373881310311542,0.8385576098172831,1
88.651384083,1.2403454929110616,0.2148476324818075,1
71.1401384083,0.6605800892719582,0.5088816413151926,1
84.3762975779,1.0988051765187017,0.2718530538189453,1
75.4446366782,0.8030941755495552,0.42192030394102054,1
96.6193771626,1.5041512100944008,0.13254243704932162,1
31.8857142857,-0.6390622930481477,0.5227824085508341,-1
4.72837370242,-1.5381923045571477,0.12400160202023709,-1
85.0994809689,1.1227484595025028,0.26154434054038544,1
15.7032871972,-1.1748329370737502,0.2400615600181274,-1
45.2776816609,-0.19567868030938396,0.8448616724549831,-1
84.6557093426,1.1080559903986562,0.2678376358994444,1
49.9307958478,-0.04162255689809879,0.9667995910173687,-1
58.4773109244,0.24133696837722535,0.8092939608675884,1
84.365916955,1.0984614930288206,0.2720030233568014,1
72.1228373702,0.6931154594498106,0.4882370966621632,1
90.7058823529,1.3083661832064037,0.19074913688570072,1
54.8235294118,0.12036692702133397,0.9041924892997869,1
44.312283737,-0.2276412446762861,0.8199251530270395,-1
17.3711072664,-1.1196144566994979,0.26287809232259984,-1
9.36505190311,-1.3846803466699071,0.16615023118429773,-1
29.7690311419,-0.7091418110926181,0.47823647887425813,-1
53.0051903114,0.060165036071949375,0.9520241924197091,1
61.7411764706,0.3493976032954106,0.7267908323803494,1
8.81260504202,-1.4029708545731654,0.16062553024541149,-1
21.089100346,-0.996518487482641,0.3189982889795515,-1
29.4956747405,-0.7181921429387401,0.47263882185476813,-1
94.1885813149,1.4236719933678508,0.15454144462917027,1
78.2638408304,0.8964328827782899,0.37002161165599556,1
